Acidity,Aftertaste,Aroma,Balance,Body,C1,C2,Clean.Cup,Country,Cupper.Points,Flavor,Grading,Harvest,Moisture,Owner,Species,Sweetness,Total.Cup.Points,Uniform.Cup,Uniformity
7.17,7.25,7.67,7.42,7.25,1,1,10.0,Mexico,7.33,7.33,"May 1st, 2014",2014,0.0,kurt kappeli,Arabica,10.0,81.42,,10.0
7.33,7.17,7.42,7.42,7.42,1,5,10.0,Peru,7.25,7.42,"February 27th, 2014",2013,0.1,dane loraas,Arabica,10.0,81.42,,10.0
7.42,7.25,7.42,7.5,7.42,0,4,10.0,Guatemala,7.08,7.33,"October 7th, 2013",2013,0.12,juan luis alvarado romero,Arabica,10.0,81.42,,10.0
7.17,7.25,7.42,7.42,7.25,1,8,10.0,Mexico,7.58,7.33,"September 27th, 2012",2012,0.13,saul m. hernandez ramirez,Arabica,10.0,81.42,,10.0
7.25,7.25,7.42,7.33,7.5,0,1,10.0,Mexico,7.25,7.42,"June 6th, 2012",2012,0.13,grupo cafetalero los brujos spr de rl,Arabica,10.0,81.42,,10.0
7.17,7.25,7.5,7.75,7.17,0,0,10.0,Colombia,7.17,7.42,"November 11th, 2011",2011,0.11,exportadora de cafe condor s.a,Arabica,10.0,81.42,,10.0
7.0,7.42,7.75,7.25,7.33,0,2,10.0,Colombia,7.33,7.33,"February 22nd, 2011",4T72010,0.16,exportadora de cafe condor s.a,Arabica,10.0,81.42,,10.0
7.58,7.0,7.83,7.5,7.58,0,10,10.0,United States (Hawaii),6.92,7.0,"May 24th, 2010",,0.01,kona pacific farmers cooperative,Arabica,10.0,81.42,,10.0
7.17,7.33,7.5,7.42,7.33,0,0,10.0,Colombia,7.25,7.33,"November 8th, 2016",2016,0.0,racafe & cia s.c.a,Arabica,10.0,81.33,,10.0
7.17,7.0,7.5,7.33,7.5,0,3,10.0,Honduras,7.33,7.5,"June 9th, 2016",2016 / 2017,0.11,bismarck castro,Arabica,10.0,81.33,,10.0
7.42,7.0,7.67,7.08,7.58,0,0,10.0,Mexico,7.17,7.42,"February 25th, 2016",2016,0.12,angel oscar medina rodriguez,Arabica,10.0,81.33,,10.0
7.33,7.33,7.25,7.42,7.33,0,14,10.0,Brazil,7.33,7.33,"November 20th, 2015",2015/2016,0.11,cafebras,Arabica,10.0,81.33,,10.0
7.42,7.17,7.58,7.17,7.17,0,4,10.0,Honduras,7.42,7.42,"May 22nd, 2015",2015,0.09,cadexsa,Arabica,10.0,81.33,,10.0
7.25,7.42,7.17,7.33,7.42,0,6,10.0,Brazil,7.42,7.33,"December 16th, 2014",2014/2015,0.12,jacques pereira carneiro,Arabica,10.0,81.33,,10.0
7.33,7.42,7.08,7.5,7.33,0,3,10.0,Philippines,7.33,7.33,"November 13th, 2014",2014,0.14,victoria,Arabica,10.0,81.33,,10.0
7.33,7.08,7.75,7.25,7.33,0,1,10.0,Malawi,7.25,7.33,"November 4th, 2014",2014,0.13,afca,Arabica,10.0,81.33,,10.0
7.33,7.17,7.33,7.33,7.5,0,3,10.0,Honduras,7.33,7.33,"January 22nd, 2014",2014,0.12,mayra yessenia torres,Arabica,10.0,81.33,,10.0
7.33,7.25,7.58,7.25,7.25,4,13,10.0,Mexico,7.25,7.42,"August 30th, 2012",2012,0.13,julio perez hernandez,Arabica,10.0,81.33,,10.0
7.42,7.17,7.33,7.33,7.58,0,4,10.0,Mexico,7.25,7.25,"July 11th, 2012",2012,0.12,hector gabriel barreda nader,Arabica,10.0,81.33,,10.0
7.5,7.5,7.5,7.83,7.75,0,0,9.33,Brazil,7.58,7.58,"November 15th, 2017
",,0.11,klem organics,Arabica,9.33,81.33,,9.33
7.83,7.67,7.83,7.75,7.83,0,0,10.0,Taiwan,5.25,7.75,"May 18th, 2016",2015,0.12,"lin, che-hao krude 林哲豪",Arabica,10.0,81.25,,9.33
7.08,7.17,7.17,8.17,6.92,0,1,10.0,Brazil,7.33,7.42,"October 8th, 2015",2015/2016,0.0,ipanema coffees,Arabica,10.0,81.25,,10.0
7.17,7.33,7.08,7.25,7.42,0,4,10.0,Nicaragua,7.5,7.5,"July 6th, 2015",2015,0.1,"comercial internacional exportadora, s.a.",Arabica,10.0,81.25,,10.0
7.5,7.17,7.42,7.25,7.33,0,1,10.0,Honduras,7.42,7.17,"May 12th, 2015",2015,0.12,cadexsa,Arabica,10.0,81.25,,10.0
7.25,7.17,7.33,7.33,7.42,0,2,10.0,Guatemala,7.33,7.42,"March 21st, 2015",2014,0.09,essencecoffee,Arabica,10.0,81.25,,10.0
7.5,7.17,7.33,7.42,7.25,0,5,10.0,"Tanzania, United Republic Of",7.42,7.17,"December 17th, 2014",2014,0.13,shangrilla estate ltd,Arabica,10.0,81.25,,10.0
7.25,7.25,7.5,7.25,7.25,0,0,10.0,Taiwan,7.25,7.5,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,81.25,,10.0
7.58,7.5,7.5,7.25,7.0,0,4,10.0,Guatemala,7.08,7.33,"March 4th, 2013",2013,0.11,juan luis alvarado romero,Arabica,10.0,81.25,,10.0
7.33,7.33,7.42,7.42,7.5,0,1,10.0,Mexico,7.5,7.42,"July 26th, 2012",2012,0.12,alfredo bojalil,Arabica,10.0,81.25,,9.33
7.17,7.17,7.33,7.17,7.58,0,7,10.0,Nicaragua,7.25,7.5,"March 8th, 2017",2016,0.09,"exportadora atlantic, s.a.",Arabica,10.0,81.17,,10.0
7.33,7.17,7.67,7.17,7.5,0,2,10.0,"Tanzania, United Republic Of",7.17,7.17,"November 16th, 2015",2015/2016,0.12,immaculata john,Arabica,10.0,81.17,,10.0
7.25,7.08,7.75,7.25,7.08,0,10,10.0,Mexico,7.17,7.58,"June 25th, 2015",2015,0.12,andreas kussmaul,Arabica,10.0,81.17,,10.0
7.17,7.33,7.5,7.17,7.08,0,0,10.0,Costa Rica,7.42,7.5,"May 22nd, 2015",2015,0.11,"cafetalera internacional cafinter, s.a.",Arabica,10.0,81.17,,10.0
7.42,7.0,7.42,7.33,7.33,0,1,10.0,Honduras,7.33,7.33,"March 11th, 2015",2015,0.13,,Arabica,10.0,81.17,,10.0
7.17,7.42,6.83,7.42,7.5,0,0,10.0,Thailand,7.42,7.42,"February 15th, 2015",2014,0.12,松澤宏樹 koju matsuzawa,Arabica,10.0,81.17,,10.0
7.08,7.25,7.25,7.5,7.58,0,4,10.0,Philippines,7.25,7.25,"January 8th, 2015",2014,0.0,victoria,Arabica,10.0,81.17,,10.0
7.33,7.17,7.58,7.25,7.33,0,2,10.0,"Tanzania, United Republic Of",7.33,7.17,"December 17th, 2014",2014,0.12,taylor winch (t) ltd,Arabica,10.0,81.17,,10.0
7.08,7.33,7.58,7.33,7.33,0,12,10.0,Malawi,7.25,7.25,"November 4th, 2014",2014,0.12,afca,Arabica,10.0,81.17,,10.0
7.25,7.33,7.33,7.58,7.33,0,3,10.0,Costa Rica,7.25,7.08,"May 9th, 2014",2014,0.11,eric thormaehlen,Arabica,10.0,81.17,,10.0
7.42,7.17,7.42,7.25,7.33,0,3,10.0,Brazil,7.17,7.42,"February 4th, 2014",2013,0.11,bourbon specialty coffees,Arabica,10.0,81.17,,10.0
7.75,7.08,7.42,7.17,7.42,3,7,10.0,Mexico,7.08,7.25,"August 30th, 2012",2012,0.13,julio perez hernandez,Arabica,10.0,81.17,,10.0
7.25,7.33,7.42,7.42,7.25,0,4,10.0,Guatemala,7.25,7.25,"August 20th, 2012",2012,0.12,the coffee source inc.,Arabica,10.0,81.17,,10.0
7.42,7.25,7.42,7.17,7.5,0,1,10.0,Brazil,7.08,7.33,"January 23rd, 2012",2012,0.12,nucoffee,Arabica,10.0,81.17,,10.0
7.67,7.67,7.25,7.67,7.42,3,0,9.33,United States (Hawaii),7.75,7.75,"September 22nd, 2011",,0.04,kona pacific farmers cooperative,Arabica,10.0,81.17,,8.67
7.33,7.17,7.42,7.17,7.42,0,1,10.0,Ethiopia,7.25,7.33,"July 14th, 2017",2016,0.11,kerchanshe,Arabica,10.0,81.08,,10.0
7.25,7.5,7.58,7.58,7.75,5,8,10.0,Brazil,7.33,7.42,"June 21st, 2017",2016,0.11,gregorio sebba,Arabica,9.33,81.08,,9.33
7.42,7.33,7.33,7.33,7.33,0,1,10.0,Nicaragua,7.0,7.33,"March 28th, 2015",2015,0.11,rolando lacayo,Arabica,10.0,81.08,,10.0
7.42,7.33,7.42,7.33,7.25,0,0,10.0,United States,7.17,7.17,"March 4th, 2015",2014,0.0,wali ali,Arabica,10.0,81.08,,10.0
7.25,7.33,7.42,7.33,7.25,0,2,10.0,"Tanzania, United Republic Of",7.17,7.33,"January 2nd, 2015",2014,0.13,taylor winch (t) ltd,Arabica,10.0,81.08,,10.0
7.25,7.17,7.42,7.58,7.25,0,0,10.0,Costa Rica,7.17,7.25,"December 18th, 2014",2014,0.13,the coffee source inc.,Arabica,10.0,81.08,,10.0
7.58,7.67,7.67,7.67,7.58,0,0,10.0,United States (Puerto Rico),8.5,7.75,"May 28th, 2014",2013,0.0,german negron,Arabica,10.0,81.08,,6.67
7.33,7.33,7.25,7.33,7.17,5,16,10.0,Mexico,7.25,7.42,"September 14th, 2012",2012,0.13,obed rendon ponce,Arabica,10.0,81.08,,10.0
7.42,7.33,7.33,7.42,7.25,0,2,10.0,Mexico,7.08,7.25,"September 4th, 2012",2012,0.12,diego manuel woolrich ramirez,Arabica,10.0,81.08,,10.0
7.42,7.25,7.33,7.25,7.25,0,5,10.0,Mexico,7.25,7.33,"August 30th, 2012",2012,0.11,gerardo hernandez valderrabano,Arabica,10.0,81.08,,10.0
7.42,7.25,7.42,7.25,7.17,0,1,10.0,Mexico,7.25,7.33,"July 3rd, 2012",2012,0.1,balbino ramirez flores,Arabica,10.0,81.08,,10.0
7.58,7.25,7.42,7.17,6.92,0,0,10.0,United States (Hawaii),7.33,7.42,"February 13th, 2012",2012,0.06,kona pacific farmers cooperative,Arabica,10.0,81.08,,10.0
7.5,7.17,7.25,7.17,7.33,0,9,10.0,Brazil,7.33,7.25,"January 16th, 2018",,0.11,bourbon specialty coffees,Arabica,10.0,81.0,,10.0
7.33,7.08,7.42,7.58,7.25,0,6,10.0,El Salvador,7.25,7.08,"August 28th, 2017",2017,0.0,consejo salvadoreño del café,Arabica,10.0,81.0,,10.0
7.67,7.17,7.33,7.17,7.33,0,3,10.0,Brazil,7.17,7.17,"September 9th, 2016",2016 / 2017,0.11,bourbon specialty coffees,Arabica,10.0,81.0,,10.0
7.5,7.17,7.42,7.17,7.25,0,8,10.0,Guatemala,7.25,7.25,"August 2nd, 2016",2016,0.09,juan luis alvarado romero,Arabica,10.0,81.0,,10.0
5.25,7.42,7.67,7.75,7.67,0,4,10.0,Colombia,7.75,7.5,"July 22nd, 2016",2016,0.0,racafe & cia s.c.a,Arabica,10.0,81.0,,10.0
7.25,7.0,7.5,7.25,7.5,0,1,10.0,Guatemala,7.25,7.25,"July 23rd, 2015",2015,0.11,juan luis alvarado romero,Arabica,10.0,81.0,,10.0
7.25,7.17,7.25,7.33,7.5,0,0,10.0,Taiwan,7.33,7.17,"May 6th, 2015",2015,0.12,"lin, che-hao krude 林哲豪",Arabica,10.0,81.0,,10.0
7.33,7.25,7.42,7.17,7.25,0,1,10.0,Honduras,7.33,7.25,"January 26th, 2015",2014,0.12,mayra yessenia torres,Arabica,10.0,81.0,,10.0
7.75,7.83,7.67,7.75,7.83,0,0,6.67,Brazil,7.75,7.75,"January 15th, 2015",2014,0.12,bourbon specialty coffees,Arabica,10.0,81.0,,10.0
7.42,7.08,7.33,7.33,7.17,0,5,10.0,"Tanzania, United Republic Of",7.33,7.33,"December 15th, 2014",2014,0.12,mlimani ngarashi,Arabica,10.0,81.0,,10.0
7.33,7.17,7.33,7.42,7.42,0,3,10.0,Uganda,7.42,6.92,"June 30th, 2014",2013,0.12,kyagalanyi ltd,Arabica,10.0,81.0,,10.0
7.33,7.33,7.5,7.33,7.33,0,0,10.0,Taiwan,7.25,6.92,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,81.0,,10.0
7.42,7.25,7.33,7.17,7.25,0,3,10.0,Thailand,7.17,7.42,"May 29th, 2013",2012,0.0,doi tung development project,Arabica,10.0,81.0,,10.0
7.33,7.33,7.08,7.25,7.42,0,12,10.0,Mexico,7.25,7.33,"September 11th, 2012",2012,0.12,alejandro garcia palacios,Arabica,10.0,81.0,,10.0
7.67,7.5,7.58,7.5,7.58,0,8,10.0,Mexico,7.5,7.67,"July 3rd, 2012",2012,0.0,organizaciones de productores de cafe colimense,Arabica,10.0,81.0,,8.0
7.33,7.25,7.33,7.25,7.33,0,0,10.0,Taiwan,7.25,7.17,"December 8th, 2017",2017,0.0,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.92,,10.0
7.58,7.33,7.67,7.5,7.67,0,2,9.33,Guatemala,7.5,7.67,"August 23rd, 2017",2017,0.1,juan luis alvarado romero,Arabica,9.33,80.92,,9.33
7.5,7.5,7.17,7.75,8.0,0,3,10.0,Kenya,5.42,7.58,"July 7th, 2017",2017,0.11,lydiah mwangi,Arabica,10.0,80.92,,10.0
7.42,7.17,7.5,7.33,7.5,0,11,10.0,Mexico,7.33,7.33,"May 12th, 2017",2017,0.11,grupo santab s.a de c.v.,Arabica,10.0,80.92,,9.33
7.58,7.0,7.17,7.0,7.33,0,5,10.0,Myanmar,7.42,7.42,"July 17th, 2015",2015,0.0,min hlaing,Arabica,10.0,80.92,,10.0
7.17,7.17,7.42,7.25,7.58,2,5,10.0,United States (Hawaii),7.25,7.08,"January 13th, 2015",2014,0.1,eileen koyanagi,Arabica,10.0,80.92,,10.0
7.25,7.17,7.33,7.33,7.42,0,0,10.0,"Tanzania, United Republic Of",7.25,7.17,"December 18th, 2014",2014,0.12,karatu estate,Arabica,10.0,80.92,,10.0
7.25,7.25,7.25,7.33,7.25,0,8,10.0,Brazil,7.25,7.33,"December 16th, 2014",2014/2015,0.12,jacques pereira carneiro,Arabica,10.0,80.92,,10.0
7.08,7.33,7.92,7.08,7.08,0,0,10.0,Taiwan,6.75,7.67,"November 23rd, 2014",2014,0.09,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.92,,10.0
7.25,7.17,7.17,7.33,7.25,0,0,10.0,Brazil,7.33,7.42,"October 16th, 2014",2014/2015,0.1,ipanema coffees,Arabica,10.0,80.92,,10.0
7.0,7.25,7.33,7.42,7.5,1,3,10.0,Nicaragua,7.33,7.08,"July 16th, 2014",2013,0.1,chris finch,Arabica,10.0,80.92,,10.0
7.5,6.92,7.58,7.17,7.25,2,5,10.0,Guatemala,7.08,7.42,"June 10th, 2014",2014,0.12,juan luis alvarado romero,Arabica,10.0,80.92,,10.0
7.25,7.25,7.42,7.25,7.25,0,0,10.0,Taiwan,7.25,7.25,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.92,,10.0
7.08,7.08,7.25,8.08,7.08,0,0,10.0,Taiwan,7.17,7.17,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.92,,10.0
7.25,7.25,7.42,7.25,7.25,0,0,10.0,Taiwan,7.25,7.25,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.92,,10.0
7.5,7.08,7.58,7.25,7.17,0,12,10.0,Mexico,7.0,7.33,"July 11th, 2012",2012,0.13,eduardo luis augusto velazquez solis,Arabica,10.0,80.92,,10.0
7.33,7.33,7.67,7.0,7.17,0,0,10.0,Thailand,6.83,7.58,"April 13th, 2010",,0.0,doi tung development project,Arabica,10.0,80.92,,10.0
7.17,7.17,7.42,7.25,7.17,0,0,10.0,Laos,7.33,7.33,"June 22nd, 2017",2016,0.0,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.83,,10.0
7.33,7.08,7.67,7.25,7.17,0,1,10.0,Guatemala,7.08,7.25,"May 26th, 2014",2013,0.11,the coffee source inc.,Arabica,10.0,80.83,,10.0
7.42,7.25,7.17,7.33,7.25,0,7,10.0,Mexico,7.33,7.08,"August 30th, 2012",2012,0.13,luis roberto fermoso beltran,Arabica,10.0,80.83,,10.0
7.33,7.33,7.33,7.17,7.25,0,3,10.0,Mexico,7.17,7.25,"August 29th, 2012",2012,0.11,jose manuel vergara cortes,Arabica,10.0,80.83,,10.0
7.25,7.33,7.5,7.17,7.17,0,1,10.0,Mexico,7.25,7.17,"July 3rd, 2012",2012,0.13,christina dusing,Arabica,10.0,80.83,,10.0
7.25,7.0,7.42,7.5,7.33,2,0,10.0,United States (Hawaii),7.0,7.33,"February 23rd, 2012",2012,0.1,kona pacific farmers cooperative,Arabica,10.0,80.83,,10.0
6.83,7.0,7.33,7.67,7.33,0,1,10.0,Colombia,7.33,7.33,"January 25th, 2011",4T/2010,0.01,exportadora de cafe condor s.a,Arabica,10.0,80.83,,10.0
7.17,7.08,7.17,7.58,7.25,0,1,10.0,Brazil,7.25,7.25,"October 8th, 2015",2015/2016,0.0,bourbon specialty coffees,Arabica,10.0,80.75,,10.0
7.58,7.0,6.92,7.08,7.5,0,2,10.0,Myanmar,7.17,7.5,"July 17th, 2015",2015,0.0,u soe,Arabica,10.0,80.75,,10.0
7.42,7.0,7.5,7.17,7.17,0,1,10.0,Guatemala,7.17,7.33,"June 18th, 2015",2015,0.12,juan luis alvarado romero,Arabica,10.0,80.75,,10.0
7.25,7.17,7.25,7.25,7.33,0,5,10.0,Nicaragua,7.25,7.25,"May 28th, 2015",2015,0.12,"comercial internacional exportadora, s.a.",Arabica,10.0,80.75,,10.0
7.42,7.0,7.5,7.17,7.25,0,2,10.0,Honduras,7.08,7.33,"May 25th, 2015",2015,0.11,bismarck castro,Arabica,10.0,80.75,,10.0
7.33,7.17,7.25,7.17,7.33,1,4,10.0,Panama,7.17,7.33,"May 23rd, 2015",2014,0.11,essencecoffee,Arabica,10.0,80.75,,10.0
7.42,7.08,7.42,7.25,7.25,0,2,10.0,Honduras,7.17,7.17,"May 22nd, 2015",2015,0.09,cadexsa,Arabica,10.0,80.75,,10.0
7.5,7.08,7.25,7.33,7.25,0,1,10.0,Honduras,7.0,7.33,"March 11th, 2015",2015,0.13,,Arabica,10.0,80.75,,10.0
7.25,7.25,7.33,7.17,7.17,0,0,10.0,Costa Rica,7.25,7.33,"April 11th, 2014",2014,0.11,the coffee source inc.,Arabica,10.0,80.75,,10.0
7.25,7.42,7.58,7.5,7.5,0,2,9.33,Mexico,7.5,7.33,"September 4th, 2012",2012,0.11,diego manuel woolrich ramirez,Arabica,10.0,80.75,,9.33
7.25,7.42,7.42,7.33,7.08,0,0,10.0,Haiti,7.25,7.0,"May 22nd, 2012",2012,0.12,myriam kaplan-pasternak,Arabica,10.0,80.75,,10.0
7.25,7.17,7.08,7.67,7.33,0,6,10.0,United States (Hawaii),6.92,7.33,"December 21st, 2011",2011,0.13,kona pacific farmers cooperative,Arabica,10.0,80.75,,10.0
7.08,7.08,7.33,7.33,7.42,0,1,10.0,Taiwan,7.33,7.08,"August 12th, 2016",2016,0.0,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.67,,10.0
7.67,7.0,7.58,7.5,7.5,0,1,9.33,Indonesia,7.33,7.42,"November 10th, 2015",2015,0.13,aulia arif syahri,Arabica,10.0,80.67,,9.33
7.17,6.83,7.67,7.17,7.42,0,0,10.0,Guatemala,7.0,7.42,"October 23rd, 2015",2015/2016,0.11,juan luis alvarado romero,Arabica,10.0,80.67,,10.0
7.67,7.67,7.83,7.5,7.83,0,4,10.0,Costa Rica,8.0,7.5,"February 27th, 2015",2015,0.11,"ceca, s.a.",Arabica,10.0,80.67,,6.67
7.17,7.17,7.5,7.17,7.25,0,1,10.0,Malawi,7.17,7.25,"November 4th, 2014",2014,0.12,afca,Arabica,10.0,80.67,,10.0
7.25,7.17,7.25,7.42,7.17,0,4,10.0,Mexico,7.25,7.17,"October 23rd, 2014",2014,0.12,cafe de don balbino s.c. de r.l. de c.v.,Arabica,10.0,80.67,,10.0
7.67,7.42,7.67,7.75,7.5,0,1,10.0,Colombia,8.5,7.5,"April 14th, 2014",2014,0.0,compañia colombiana agroindustrial s.a,Arabica,6.67,80.67,,10.0
7.5,7.0,7.67,7.0,7.0,0,5,10.0,Guatemala,7.33,7.17,"June 5th, 2013",2013,0.12,juan luis alvarado romero,Arabica,10.0,80.67,,10.0
7.33,7.5,7.0,7.33,7.0,0,2,10.0,Guatemala,7.17,7.33,"January 25th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,80.67,,10.0
7.17,7.33,7.0,7.17,7.17,0,3,10.0,Guatemala,7.33,7.5,"January 25th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,80.67,,10.0
7.42,7.08,7.17,7.42,7.08,0,2,10.0,Colombia,7.25,7.25,"March 15th, 2011",,0.18,racafe & cia s.c.a,Arabica,10.0,80.67,,10.0
7.08,7.33,7.33,7.25,7.58,0,7,10.0,Brazil,7.42,7.25,"March 11th, 2016",2016,0.11,bourbon specialty coffees,Arabica,10.0,80.58,,9.33
7.25,7.0,7.08,7.0,7.42,0,0,10.0,Nicaragua,7.33,7.5,"February 26th, 2016",2016,0.11,"exportadora atlantic, s.a.",Arabica,10.0,80.58,,10.0
7.33,7.08,7.25,7.25,7.33,0,1,10.0,"Tanzania, United Republic Of",7.25,7.08,"January 6th, 2015",2014,0.12,burka coffee estate,Arabica,10.0,80.58,,10.0
7.0,7.33,7.42,7.25,7.08,0,3,10.0,Brazil,7.25,7.25,"October 17th, 2014",2014/2015,0.0,ipanema coffees,Arabica,10.0,80.58,,10.0
7.42,7.0,7.5,7.0,7.33,0,5,10.0,Honduras,7.17,7.17,"April 30th, 2014",2014,0.11,beneficio santa rosa,Arabica,10.0,80.58,,10.0
7.5,6.83,7.17,7.25,7.17,0,5,10.0,Guatemala,7.25,7.42,"January 28th, 2014",2014,0.11,juan luis alvarado romero,Arabica,10.0,80.58,,10.0
7.92,7.5,7.42,7.83,7.83,0,0,8.67,United States (Hawaii),7.83,7.58,"May 4th, 2011",,0.0,kona pacific farmers cooperative,Arabica,9.33,80.58,,8.67
7.5,7.0,7.08,7.33,7.08,0,2,10.0,Colombia,7.33,7.25,"March 15th, 2011",,0.0,racafe & cia s.c.a,Arabica,10.0,80.58,,10.0
7.42,7.17,7.17,7.25,7.17,0,0,10.0,Taiwan,7.17,7.17,"December 8th, 2017",2017,0.0,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.5,,10.0
7.17,7.08,7.33,7.17,7.25,0,4,10.0,Guatemala,7.25,7.25,"September 8th, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,80.5,,10.0
7.17,7.0,7.58,7.08,7.33,0,5,10.0,Honduras,7.0,7.33,"August 23rd, 2017",2017,0.11,janny marlith torres,Arabica,10.0,80.5,,10.0
7.17,7.17,7.25,7.17,7.25,0,0,10.0,Mauritius,7.25,7.25,"February 11th, 2016",2016,0.12,case noyale ltd,Arabica,10.0,80.5,,10.0
7.5,7.17,7.25,7.25,7.33,0,3,10.0,Brazil,7.33,7.33,"November 17th, 2015",2015/2016,0.11,bourbon specialty coffees,Arabica,10.0,80.5,,9.33
7.42,7.17,7.17,7.08,7.25,0,2,10.0,Myanmar,7.08,7.33,"July 17th, 2015",2015,0.0,shwe yin mar coffee,Arabica,10.0,80.5,,10.0
7.5,6.83,7.5,7.17,7.17,0,3,10.0,Guatemala,7.17,7.17,"April 23rd, 2014",2014,0.11,juan luis alvarado romero,Arabica,10.0,80.5,,10.0
7.33,7.08,7.42,7.5,7.67,0,10,9.33,Brazil,7.42,7.42,"April 17th, 2014",2013,0.1,jacques pereira carneiro,Arabica,10.0,80.5,,9.33
7.58,7.33,7.42,7.42,7.58,1,0,10.0,United States (Hawaii),7.17,7.33,"February 4th, 2014",2013,0.11,eileen koyanagi,Arabica,10.0,80.5,,8.67
7.67,7.0,7.5,7.0,7.17,1,1,10.0,Guatemala,6.67,7.5,"February 13th, 2013",2013,0.12,juan luis alvarado romero,Arabica,10.0,80.5,,10.0
7.33,7.08,7.25,7.17,7.25,0,1,10.0,Mexico,7.17,7.25,"September 17th, 2012",2012,0.15,israel eduardo paz garcia,Arabica,10.0,80.5,,10.0
7.42,7.0,7.25,7.0,7.33,0,0,10.0,Honduras,7.0,7.42,"February 3rd, 2016",2016,0.1,cadexsa,Arabica,10.0,80.42,,10.0
7.17,7.17,7.58,7.17,7.17,0,0,10.0,Taiwan,7.0,7.17,"November 23rd, 2014",2014,0.14,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.42,,10.0
7.08,7.08,7.33,7.17,7.33,0,1,10.0,El Salvador,7.25,7.17,"April 26th, 2014",2013,0.0,lusso lab,Arabica,10.0,80.42,,10.0
7.17,7.25,7.25,7.17,7.33,0,14,10.0,China,7.17,7.08,"January 17th, 2014",2013,0.17,adam ciruli ye,Arabica,10.0,80.42,,10.0
7.25,7.17,7.25,7.25,7.25,0,0,10.0,Taiwan,7.0,7.25,"December 26th, 2013
",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.42,,10.0
7.5,7.08,6.92,7.17,7.33,2,4,10.0,Mexico,7.25,7.17,"September 4th, 2012",2012,0.1,alfredo bojalil,Arabica,10.0,80.42,,10.0
7.33,7.08,7.42,7.17,7.25,4,16,10.0,Mexico,7.08,7.08,"August 30th, 2012",2012,0.12,armando luis pohlenz martinez,Arabica,10.0,80.42,,10.0
7.33,7.17,7.08,7.08,7.08,0,0,10.0,Burundi,7.33,7.25,"January 22nd, 2016",2016,0.12,simon mahinda,Arabica,10.0,80.33,,10.0
7.25,7.0,7.25,7.08,7.42,0,5,10.0,"Tanzania, United Republic Of",7.17,7.17,"November 16th, 2015",2015/2016,0.13,delfina leon shine,Arabica,10.0,80.33,,10.0
7.25,7.25,7.25,7.08,7.25,0,5,10.0,"Tanzania, United Republic Of",7.08,7.17,"December 18th, 2014",2014,0.12,kongoni estate,Arabica,10.0,80.33,,10.0
7.25,7.08,7.25,7.25,7.25,0,0,10.0,Taiwan,7.0,7.25,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,80.33,,10.0
7.5,6.83,7.33,7.17,7.0,1,4,10.0,Guatemala,7.17,7.33,"June 6th, 2013",2013,0.11,juan luis alvarado romero,Arabica,10.0,80.33,,10.0
7.33,7.08,7.25,7.17,7.33,0,21,10.0,Mexico,7.08,7.08,"August 30th, 2012",2012,0.11,miguel cortes moreno,Arabica,10.0,80.33,,10.0
7.33,6.92,7.17,7.33,7.67,5,7,10.0,United States (Hawaii),7.08,7.5,"February 8th, 2012",2012,0.12,kona pacific farmers cooperative,Arabica,10.0,80.33,,9.33
7.33,7.25,7.25,8.0,7.5,0,1,9.33,Ethiopia,7.08,7.25,"June 17th, 2010",2010,0.1,ethiopia commodity exchange,Arabica,10.0,80.33,,9.33
7.08,7.42,7.17,7.0,7.0,0,1,10.0,Brazil,7.25,7.33,"November 3rd, 2017",2017 / 2018,0.11,volcafe ltda. - brasil,Arabica,10.0,80.25,,10.0
7.0,7.0,7.25,7.0,7.42,0,4,10.0,Honduras,7.33,7.25,"April 6th, 2017",2016,0.1,bismarck castro,Arabica,10.0,80.25,,10.0
7.33,7.0,7.25,7.0,7.33,0,2,10.0,Mexico,7.17,7.17,"April 26th, 2016",2016,0.1,cafe de don balbino s.c. de r.l. de c.v.,Arabica,10.0,80.25,,10.0
7.33,7.0,8.0,6.92,7.08,1,26,10.0,Myanmar,6.83,7.08,"August 27th, 2015",2015,0.11,bob mccauley,Arabica,10.0,80.25,,10.0
